doc,de,van,een,het,en,in,te,dit,is,met,deze,die,hij,dat,zijn,men,kan,op,aan,zich,door,wat,maar,als,we,ze,je,voor,of,uit,heeft,om,tot,kunnen,naar,over,alle,dan,werden,elkaar,bij,was,ons,worden,zichzelf,hun,zonder,z'n,ten,rond,noch,geen,moet,tegen,iets,na,x,onder,had,iedereen,achter,niemand,alles,toe,wij,waren,allerlei,buitenaf,nu,vanuit,mee,dezelfde,meest,wordt,per,zouden,ik,onszelf,veel,mogen,heb,onze,naargelang,me,omdat,hebben,meer,zoals,zou,zulke,zal,tussen,mijn,elk,geweest,welke,naast,enkele,wanneer,kon,werd,wie,hem,volgens,zulk,zij,mij,ondanks,terwijl,via,ter,zullen,weinig,niets,haar,heen,alsof,want,bent,zo'n,alhoewel,zoiets,tijdens,jullie,moeten,konden,dus,méér,hebt,vanaf,weidden,hadden,naartoe,zodat,neer,enig,sensoren,enige,én,ben,er,zolang,mag,elke,af,langs,beide,zowel,toen,krijgen,fysieke,aangezien,binnen,al,hen,u,mezelf,mekaar,hetzelfde,ene,des,diezelfde,dankzij,waar,vandaan,allebei,hoewel,zodra,behalve,bvb,wiens,dna,iemand,mocht,niks,buiten,doch,getuige,hetgeen,miermetafoor,doordat,"houden""-idee",doorheen,kregen,m'n,moest,e,totdat,velen,genetische,enkel,qua,vóór,gedurende,naarmate,welk,sinds,lus,sommigen,tegenover,hetzij,minder,kunt,ieders,moge,minst,nadat,enzovoort,uitzag,boven,'s,hoezeer,alvorens,beiden,meerdere,inzake,datgene,omtrent,ieder,alsook,moesten,evenwichtsproblemen,nog,sommige,uw,eenmaal,wegens,wezen,dezen,indien,leven,rondom,ware,zeer,té,datzelfde,diens,iedere,steeds,vanop,ietwat,ikzelf,word,leveneen,jezelf,nabij,helemaal,allen,aangaande,vanwege,opdat,mochten,kun,evenals,à,ecosystemen,tekens,zijnde,oftewel,obstakels,ná,eenzelfde,vermits,a,a.i.,der,jou,its,kauffmans,hijzelf,resp.,t.o.v.,den,ofte,jij,jouw,bovenop,anno,vol,minste,rather,ofwel,daar,algoritmen,hoe,meeste,mits,tenzij,uitstaans,zowat,toegegeven,mensdom,doyne,dé,dewelke,mét,ditzelfde,spruit,parallelle,vb.,teneinde,degene,alsmede,diegene,cd's,ontsprong,ven,menige,genoeg,voorzover,bit,a.l.,abcdef,10000en,biljoenen,books,cog,artificiêle,tussendoor,geïnterviewde,geneest,gehoorzamen,degenen,hemzelf,hét,kortom,wél,ge,teveel,vele,fé,vlotte,allerhande,weerklonk,optimaal,ie,'n,'t,meesten,berekeningen,beneden,voordat
108.male.ENTJ.Dutch.A.txt,0.101,0.061,0.086,0.067,0.029,0.04,0.026,0.021,0.035,0.021,0.02,0.037,0.023,0.026,0.008,0.021,0.009,0.023,0.009,0.009,0.009,0.003,0.008,0.015,0.008,0.003,nan,0.012,0.002,0.009,0.008,0.012,0.006,0.014,0.005,0.008,0.002,0.003,0.003,0.005,0.005,0.009,0.003,0.012,0.009,nan,0.003,0.011,0.002,nan,nan,0.009,0.002,nan,0.003,0.006,nan,nan,0.003,nan,0.002,nan,nan,0.002,nan,0.003,0.002,nan,nan,nan,0.002,nan,nan,0.002,nan,nan,0.003,nan,0.002,nan,nan,nan,nan,0.006,0.003,0.002,0.002,0.005,0.006,nan,0.003,0.003,0.002,nan,nan,nan,nan,0.002,nan,0.008,0.005,nan,0.002,0.008,nan,nan,0.005,nan,nan,0.003,nan,0.003,nan,nan,0.002,nan,nan,0.002,nan,nan,nan,nan,0.005,nan,0.002,0.005,nan,nan,nan,nan,nan,nan,nan,0.008,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,0.002,0.003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
109.female.INTP.Dutch.L.txt,0.103,0.071,0.059,0.048,0.048,0.04,0.029,0.014,0.019,0.032,0.01,0.018,0.008,0.039,0.037,0.005,0.005,0.021,0.014,0.005,0.006,0.019,0.018,0.006,0.013,0.008,nan,0.016,0.01,0.005,nan,0.006,0.013,0.021,0.01,0.006,nan,0.005,nan,0.005,0.006,0.013,0.014,0.005,0.006,0.003,0.002,nan,nan,nan,nan,0.003,0.005,0.002,nan,0.002,nan,0.003,0.005,nan,0.002,0.002,0.005,nan,0.002,0.002,nan,0.002,nan,nan,nan,nan,nan,0.003,0.002,0.003,0.019,nan,nan,nan,0.003,0.003,nan,0.008,nan,nan,0.006,0.003,0.002,0.002,0.006,0.002,0.006,nan,0.002,nan,0.002,0.003,nan,0.003,0.006,nan,0.002,nan,0.002,nan,0.003,nan,0.002,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,0.003,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,0.002,nan,nan,nan,0.003,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003,nan,0.002,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11.female.ESFP.Dutch.OV.txt,0.097,0.03,0.074,0.056,0.048,0.021,0.045,0.011,0.03,0.032,0.006,0.033,0.009,0.045,0.021,0.029,0.012,0.02,0.018,0.011,0.02,0.012,0.006,0.008,0.009,0.008,0.005,0.008,0.014,0.005,0.006,0.023,0.006,0.012,0.012,0.011,nan,0.005,0.003,0.003,0.005,0.009,0.005,0.003,0.005,0.002,0.002,nan,nan,0.003,nan,0.002,0.003,nan,0.006,0.002,nan,0.003,nan,nan,0.002,nan,0.003,0.003,0.002,0.003,nan,nan,nan,nan,0.005,nan,0.002,0.002,0.002,nan,0.015,0.002,0.009,nan,nan,0.002,nan,0.011,0.002,0.005,0.003,0.002,0.002,nan,0.002,nan,0.005,nan,nan,nan,0.002,nan,0.002,0.003,0.009,0.002,0.002,nan,nan,0.002,0.003,nan,nan,0.002,nan,nan,nan,0.003,nan,nan,nan,nan,nan,0.003,nan,nan,nan,nan,0.002,nan,nan,nan,nan,0.002,nan,nan,nan,nan,0.002,nan,nan,0.002,0.002,nan,nan,nan,0.002,0.002,0.003,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
110.female.ESTJ.Dutch.A.txt,0.108,0.057,0.046,0.079,0.027,0.057,0.031,0.019,0.043,0.015,0.003,0.043,0.015,0.033,0.029,0.005,0.026,0.01,0.014,0.019,0.007,0.017,0.014,0.003,0.021,0.003,0.005,0.014,0.009,0.007,0.002,0.014,0.009,0.021,0.002,0.005,0.005,nan,0.002,0.002,0.002,nan,0.007,0.01,0.01,0.003,nan,nan,nan,nan,nan,0.005,nan,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,0.005,0.002,0.002,nan,nan,nan,nan,0.002,0.003,nan,nan,0.003,nan,0.002,nan,nan,0.005,nan,nan,0.003,nan,nan,0.002,0.003,0.002,0.003,0.007,nan,0.017,0.002,nan,nan,nan,nan,nan,0.002,0.003,nan,0.002,nan,0.003,0.007,nan,0.002,0.002,nan,0.002,nan,nan,0.007,0.002,0.002,nan,nan,nan,0.003,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,0.003,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
111.male.ENFJ.Dutch.A.txt,0.094,0.061,0.074,0.04,0.045,0.049,0.036,0.02,0.013,0.027,0.009,0.025,0.049,0.025,0.022,0.002,0.023,0.014,0.013,0.005,0.014,0.005,0.013,0.004,0.016,0.011,0.007,0.014,0.018,0.005,0.011,0.013,0.004,0.029,0.005,0.009,nan,0.004,0.002,0.007,0.009,0.007,0.005,0.004,0.005,0.002,0.005,nan,nan,nan,nan,0.004,nan,nan,nan,0.002,nan,0.004,nan,nan,nan,0.002,0.004,nan,nan,0.002,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,0.002,nan,0.002,0.004,nan,nan,0.005,nan,nan,0.002,nan,0.002,0.014,0.004,nan,nan,nan,nan,0.002,0.002,nan,nan,0.002,0.002,0.016,0.004,nan,0.004,0.004,nan,nan,0.002,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,0.004,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,nan,nan,nan,0.002,0.005,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.004,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
112.male.ENFJ.Dutch.A.txt,0.155,0.085,0.054,0.069,0.035,0.056,0.028,0.004,0.029,0.02,0.006,0.028,nan,0.016,0.041,nan,0.001,0.029,0.01,0.01,0.004,0.007,0.019,0.016,0.034,nan,nan,0.016,0.013,0.007,0.004,0.01,0.006,0.015,0.012,0.007,0.004,0.01,nan,0.001,0.006,nan,0.018,nan,0.001,0.003,0.003,nan,0.001,nan,nan,0.009,nan,0.003,nan,0.003,nan,0.003,nan,nan,nan,nan,0.001,nan,0.001,nan,nan,nan,nan,nan,nan,nan,nan,0.003,nan,0.004,nan,nan,0.001,nan,nan,0.006,nan,nan,nan,0.007,0.003,nan,0.007,nan,0.003,0.001,nan,nan,nan,0.001,nan,0.003,0.006,nan,nan,0.003,nan,nan,nan,nan,nan,nan,nan,0.001,nan,nan,nan,0.003,nan,nan,nan,0.004,nan,nan,nan,nan,nan,nan,0.003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,nan,nan,nan,nan,0.001,0.001,0.001,nan,nan,nan,nan,nan,nan,nan,nan,0.001,0.003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,nan,nan,nan,nan,0.003,0.003,0.001,0.001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
113.male.ESFP.Dutch.A.txt,0.125,0.082,0.058,0.073,0.058,0.041,0.022,0.013,0.036,0.037,0.013,0.036,0.006,0.026,0.024,0.017,0.011,0.034,0.009,0.013,0.007,0.002,0.017,0.007,0.022,0.006,0.009,0.006,0.006,0.004,0.002,0.007,0.002,0.013,0.011,0.006,nan,nan,nan,0.004,0.004,0.006,0.009,0.004,0.004,0.002,nan,nan,0.002,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.009,nan,0.002,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.007,nan,nan,nan,nan,0.004,nan,nan,nan,nan,0.009,0.004,nan,0.004,nan,0.004,nan,nan,nan,0.004,0.002,0.006,0.004,0.002,0.002,0.002,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,0.002,nan,nan,nan,0.002,0.002,nan,nan,nan,0.006,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
114.female.ENFJ.Dutch.OV.txt,0.089,0.059,0.06,0.073,0.044,0.043,0.032,0.016,0.039,0.025,0.014,0.025,0.012,0.027,0.018,0.035,0.027,0.028,0.021,0.011,0.014,0.016,0.009,0.011,0.014,0.005,nan,0.005,0.007,0.007,0.002,0.009,0.009,0.012,0.005,0.012,nan,0.004,0.002,0.004,0.004,nan,0.004,0.014,0.009,nan,nan,nan,nan,nan,nan,0.004,0.007,0.002,0.004,0.007,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,0.018,nan,nan,0.014,nan,0.002,nan,0.002,nan,nan,nan,0.004,0.007,nan,0.009,0.005,nan,0.004,0.004,nan,0.002,nan,0.002,nan,0.002,nan,0.004,nan,nan,0.002,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
115.male.ENFP.Dutch.A.txt,0.104,0.072,0.072,0.06,0.056,0.048,0.032,0.012,0.03,0.02,0.02,0.022,0.008,0.032,0.014,0.008,0.004,0.036,0.01,0.008,nan,0.008,0.012,0.016,0.01,0.004,nan,0.01,0.01,0.004,0.002,0.008,0.008,0.01,0.01,0.014,nan,0.002,0.008,nan,0.006,0.014,0.004,0.004,0.008,0.004,0.004,0.002,0.004,0.002,nan,0.002,0.002,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,0.004,nan,nan,nan,0.002,nan,0.004,0.012,nan,nan,nan,0.002,0.004,nan,nan,nan,nan,0.008,0.006,0.008,0.004,nan,0.004,nan,0.002,nan,nan,nan,0.004,nan,0.002,0.006,0.002,nan,nan,nan,0.002,nan,nan,nan,nan,nan,0.002,0.006,nan,nan,nan,nan,0.006,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,nan,0.004,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,0.002,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,0.002,0.002,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
116.female.ENFP.Dutch.A.txt,0.072,0.068,0.059,0.054,0.065,0.041,0.033,0.009,0.037,0.03,0.033,0.018,0.015,0.035,0.011,0.015,0.011,0.031,0.013,0.007,0.006,0.015,0.007,0.017,nan,0.011,nan,0.017,0.009,0.004,0.004,0.013,0.013,0.009,nan,0.011,nan,0.004,0.002,0.007,0.007,0.004,0.002,0.002,0.007,0.017,nan,nan,nan,nan,nan,0.002,0.004,nan,0.002,0.004,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,0.004,0.002,0.009,nan,nan,0.026,nan,nan,nan,0.004,0.004,nan,0.006,0.002,nan,0.002,0.007,0.002,nan,nan,0.004,nan,0.002,nan,0.002,nan,0.004,nan,nan,0.004,0.002,0.002,0.002,nan,nan,0.006,nan,nan,nan,nan,0.006,0.002,nan,nan,nan,0.002,0.004,nan,0.009,nan,0.002,nan,nan,0.004,0.002,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
117.female.INFJ.Dutch.A.txt,0.097,0.049,0.073,0.068,0.039,0.036,0.039,0.007,0.038,0.029,0.009,0.029,0.027,0.044,0.027,0.012,0.009,0.022,0.017,0.005,0.009,0.003,nan,0.015,0.014,0.019,0.01,0.017,0.01,0.009,0.005,0.019,0.007,0.014,0.009,0.017,nan,0.005,nan,0.003,0.002,0.003,0.002,nan,0.005,0.002,0.002,nan,nan,0.002,nan,0.002,0.009,nan,nan,0.002,nan,nan,0.003,nan,nan,0.002,0.003,0.003,nan,nan,nan,nan,nan,nan,nan,0.002,nan,0.009,nan,0.002,0.009,nan,0.007,nan,0.002,0.002,nan,nan,nan,0.003,0.003,0.005,0.012,nan,0.003,0.002,0.002,nan,0.002,nan,nan,nan,0.003,0.002,0.007,nan,0.002,0.002,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,0.002,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
